date,page_views,unique_visitors,average_session_duration,bounce_rate
2022-12-25,22222,12944,00:04:35,0.58
2022-12-26,17257,29892,00:07:45,0.39
2022-12-27,46400,26416,00:06:37,0.64
2022-12-28,17207,16442,00:06:27,0.68
2022-12-29,47466,39640,00:06:24,0.3
2022-12-30,16138,32255,00:06:18,0.58
2022-12-31,11831,26986,00:07:42,0.64
2019-01-01,12563,9975,00:04:48,0.34
2019-01-02,23198,29151,00:04:52,0.43
2019-01-03,31887,19789,00:04:20,0.35
2019-01-04,29185,20486,00:07:27,0.55
2019-01-05,12450,8437,00:04:56,0.45
2019-01-06,26180,24196,00:07:16,0.6
2019-01-07,48387,16078,00:06:17,0.7
2019-01-08,35527,35394,00:06:25,0.44
2019-01-09,33195,27554,00:04:23,0.63
2019-01-10,10848,9057,00:06:13,0.36
2019-01-11,29170,15656,00:05:55,0.45
2019-01-12,26033,19565,00:03:25,0.62
2019-01-13,38900,26754,00:07:27,0.33
2019-01-14,49312,30048,00:04:12,0.58
2019-01-15,36021,31232,00:04:54,0.62
2019-01-16,29036,16517,00:04:12,0.42
2019-01-17,40431,15660,00:03:41,0.56
2019-01-18,21556,19250,00:05:28,0.37
2019-01-19,21219,36110,00:05:56,0.66
2019-01-20,10330,38436,00:06:35,0.38
2019-01-21,24118,39056,00:03:45,0.47
2019-01-22,29399,14768,00:07:26,0.58
2019-01-23,46362,9257,00:06:41,0.65
2019-01-24,29771,30380,00:05:37,0.41
2019-01-25,10699,22925,00:04:12,0.65
2019-01-26,31261,10787,00:05:32,0.68
2019-01-27,47741,35651,00:07:49,0.33
2019-01-28,24892,19182,00:06:47,0.41
2019-01-29,33739,30975,00:05:18,0.54
2019-01-30,18758,19113,00:06:10,0.42
2019-01-31,13686,28875,00:05:20,0.51
2019-02-01,22188,39922,00:05:20,0.52
2019-02-02,40897,31449,00:06:44,0.35
2019-02-03,48862,30220,00:05:46,0.51
2019-02-04,28885,25306,00:04:46,0.67
2019-02-05,49540,35108,00:05:12,0.45
2019-02-06,49336,31545,00:03:52,0.59
2019-02-07,23689,9623,00:03:11,0.49
2019-02-08,40208,17426,00:07:49,0.39
2019-02-09,29111,26471,00:04:13,0.68
2019-02-10,11005,20016,00:07:58,0.36
2019-02-11,15188,24101,00:04:25,0.32
2019-02-12,29033,8548,00:04:16,0.58
2019-02-13,30368,8729,00:03:31,0.66
2019-02-14,22283,29188,00:05:46,0.51
2019-02-15,49039,18335,00:03:52,0.43
2019-02-16,27751,37257,00:04:11,0.49
2019-02-17,33702,17114,00:03:36,0.6
2019-02-18,10032,25495,00:07:22,0.46
2019-02-19,16618,26432,00:03:17,0.47
2019-02-20,15483,31942,00:03:46,0.59
2019-02-21,29208,15020,00:04:59,0.7
2019-02-22,47108,38821,00:05:49,0.55
2019-02-23,29920,29876,00:03:10,0.45
2019-02-24,11281,31619,00:04:50,0.33
2019-02-25,25680,36699,00:04:35,0.57
2019-02-26,21160,36998,00:03:23,0.41
2019-02-27,34508,34365,00:04:34,0.53
2019-02-28,49297,28434,00:04:19,0.59
2019-03-01,46381,38352,00:06:12,0.46
2019-03-02,34190,36124,00:07:28,0.41
2019-03-03,40795,26648,00:04:30,0.36
2019-03-04,24568,32043,00:04:11,0.65
2019-03-05,31141,15347,00:06:13,0.32
2019-03-06,28035,37505,00:04:21,0.37
2019-03-07,45290,16443,00:04:44,0.55
2019-03-08,13008,9769,00:06:24,0.4
2019-03-09,41780,39269,00:07:24,0.7
2019-03-10,48116,39392,00:06:39,0.47
2019-03-11,42089,11868,00:06:24,0.34
2019-03-12,19121,8607,00:04:38,0.68
2019-03-13,33292,21956,00:06:42,0.54
2019-03-14,35401,37768,00:06:34,0.59
2019-03-15,31948,10424,00:05:18,0.35
2019-03-16,33642,18042,00:03:16,0.48
2019-03-17,49396,21246,00:05:38,0.34
2019-03-18,10721,19630,00:04:40,0.44
2019-03-19,41145,19182,00:07:23,0.44
2019-03-20,34113,30225,00:03:35,0.61
2019-03-21,45319,31792,00:06:20,0.41
2019-03-22,40547,17588,00:04:40,0.63
2019-03-23,11865,24139,00:04:50,0.67
2019-03-24,12884,30577,00:05:25,0.39
2019-03-25,28202,35886,00:05:32,0.56
2019-03-26,35514,17601,00:07:46,0.59
2019-03-27,40198,27968,00:07:25,0.5
2019-03-28,36945,9678,00:06:37,0.42
2019-03-29,40185,9175,00:06:23,0.54
2019-03-30,42579,21651,00:07:39,0.64
2019-03-31,20087,20750,00:04:50,0.4
2019-04-01,48107,16751,00:05:20,0.5
2019-04-02,21165,25304,00:06:17,0.66
2019-04-03,43645,34679,00:06:24,0.62
2019-04-04,27956,17397,00:03:56,0.66
2019-04-05,26045,11265,00:05:11,0.66
2019-04-06,37560,28919,00:07:14,0.64
2019-04-07,49011,30126,00:03:30,0.48
2019-04-08,26447,38232,00:05:27,0.3
2019-04-09,35543,8994,00:05:12,0.47
2019-04-10,41694,13897,00:04:45,0.34
2019-04-11,46494,36486,00:05:13,0.43
2019-04-12,15337,18014,00:03:16,0.48
2019-04-13,27218,38711,00:03:39,0.43
2019-04-14,29460,20198,00:07:51,0.49
2019-04-15,39996,21143,00:07:47,0.5
2019-04-16,38158,39088,00:06:41,0.48
2019-04-17,20220,19436,00:06:38,0.52
2019-04-18,43364,35613,00:04:45,0.61
2019-04-19,15096,39989,00:05:16,0.43
2019-04-20,15011,22478,00:07:45,0.52
2019-04-21,38249,35435,00:06:12,0.32
2019-04-22,33872,28946,00:07:57,0.61
2019-04-23,19295,17958,00:06:16,0.32
2019-04-24,17459,13226,00:06:17,0.68
2019-04-25,22141,8155,00:05:53,0.64
2019-04-26,11195,31384,00:05:47,0.38
2019-04-27,22695,18524,00:05:16,0.46
2019-04-28,40563,25831,00:07:38,0.38
2019-04-29,36849,12209,00:07:43,0.42
2019-04-30,37501,30369,00:03:49,0.52
2019-05-01,43432,34984,00:07:28,0.33
2019-05-02,23995,19213,00:03:51,0.66
2019-05-03,41016,39611,00:07:31,0.5
2019-05-04,16347,9709,00:04:33,0.6
2019-05-05,23048,31611,00:03:38,0.51
2019-05-06,26395,19658,00:04:44,0.51
2019-05-07,16974,29892,00:07:47,0.43
2019-05-08,49035,31495,00:06:42,0.66
2019-05-09,36132,16043,00:05:47,0.59
2019-05-10,10948,12645,00:06:59,0.47
2019-05-11,19018,14888,00:04:24,0.38
2019-05-12,45237,15241,00:05:44,0.45
2019-05-13,38884,34639,00:03:50,0.48
2019-05-14,16596,23340,00:05:32,0.42
2019-05-15,31070,12624,00:06:43,0.55
2019-05-16,21201,24620,00:04:33,0.65
2019-05-17,26467,19294,00:03:10,0.42
2019-05-18,46626,10022,00:04:47,0.48
2019-05-19,29896,34375,00:05:10,0.41
2019-05-20,10337,13847,00:07:25,0.33
2019-05-21,39136,11416,00:04:21,0.4
2019-05-22,21950,22365,00:05:41,0.62
2019-05-23,25288,21938,00:03:13,0.32
2019-05-24,34828,38282,00:05:40,0.65
2019-05-25,29476,30217,00:05:48,0.56
2019-05-26,34201,34081,00:05:35,0.48
2019-05-27,44296,20269,00:07:58,0.6
2019-05-28,37784,11844,00:05:56,0.69
2019-05-29,24277,14645,00:06:50,0.32
2019-05-30,25156,39427,00:06:39,0.37
2019-05-31,22836,15831,00:03:19,0.37
2019-06-01,40251,33859,00:07:37,0.39
2019-06-02,10294,12317,00:05:27,0.5
2019-06-03,13541,20954,00:06:46,0.48
2019-06-04,21990,23430,00:06:32,0.54
2019-06-05,14729,10253,00:05:40,0.64
2019-06-06,22774,24667,00:04:10,0.49
2019-06-07,45866,13059,00:07:27,0.68
2019-06-08,38464,23403,00:07:10,0.68
2019-06-09,43643,18070,00:05:57,0.65
2019-06-10,33794,30760,00:07:55,0.56
2019-06-11,26727,34752,00:06:22,0.58
2019-06-12,15165,32975,00:05:53,0.35
2019-06-13,33247,13534,00:05:47,0.47
2019-06-14,37019,27969,00:04:57,0.5
2019-06-15,11727,11781,00:04:43,0.45
2019-06-16,37863,37539,00:06:38,0.37
2019-06-17,39674,8488,00:06:31,0.58
2019-06-18,13250,31688,00:07:15,0.66
2019-06-19,11516,25538,00:06:31,0.31
2019-06-20,28950,33352,00:07:39,0.32
2019-06-21,15450,11438,00:04:57,0.33
2019-06-22,39221,30014,00:03:58,0.52
2019-06-23,36943,30513,00:07:57,0.39
2019-06-24,12835,9745,00:07:18,0.62
2019-06-25,40364,8304,00:07:12,0.42
2019-06-26,23438,20637,00:04:58,0.42
2019-06-27,42562,9702,00:06:36,0.33
2019-06-28,35827,19938,00:03:17,0.55
2019-06-29,34169,29460,00:03:43,0.61
2019-06-30,44784,16505,00:07:30,0.55
2019-07-01,45373,27815,00:06:24,0.34
2019-07-02,17236,12762,00:07:23,0.61
2019-07-03,30775,15882,00:03:59,0.53
2019-07-04,44460,28324,00:04:49,0.53
2019-07-05,41939,32421,00:06:41,0.52
2019-07-06,35249,19645,00:03:38,0.4
2019-07-07,25498,24244,00:05:48,0.3
2019-07-08,18354,25816,00:05:52,0.31
2019-07-09,45989,16360,00:03:10,0.57
2019-07-10,32650,34548,00:06:18,0.32
2019-07-11,18099,24707,00:06:33,0.39
2019-07-12,21494,36730,00:07:11,0.64
2019-07-13,28952,21363,00:07:35,0.55
2019-07-14,49516,24478,00:04:49,0.69
2019-07-15,32189,12063,00:05:56,0.68
2019-07-16,44397,17065,00:03:14,0.6
2019-07-17,24607,15924,00:06:55,0.42
2019-07-18,47307,10330,00:04:51,0.57
2019-07-19,22798,35275,00:05:45,0.42
2019-07-20,37326,20675,00:03:48,0.58
2019-07-21,45403,13184,00:06:48,0.7
2019-07-22,47599,13989,00:05:57,0.63
2019-07-23,45046,36134,00:05:52,0.46
2019-07-24,14064,20319,00:05:32,0.44
2019-07-25,45607,28917,00:06:56,0.42
2019-07-26,21109,25574,00:05:29,0.65
2019-07-27,49831,31536,00:05:54,0.39
2019-07-28,46642,18343,00:03:22,0.48
2019-07-29,30019,34213,00:03:10,0.45
2019-07-30,23093,37680,00:05:10,0.66
2019-07-31,25877,12184,00:04:46,0.42
2019-08-01,28373,18337,00:07:41,0.35
2019-08-02,10639,36649,00:06:51,0.54
2019-08-03,34319,32710,00:07:21,0.3
2019-08-04,24436,8273,00:07:50,0.58
2019-08-05,17561,26064,00:03:47,0.69
2019-08-06,24094,34730,00:04:43,0.57
2019-08-07,17639,18129,00:07:29,0.61
2019-08-08,19204,39665,00:06:10,0.66
2019-08-09,17454,38217,00:04:31,0.3
2019-08-10,42233,16273,00:07:18,0.4
2019-08-11,42818,22168,00:05:50,0.7
2019-08-12,17893,33065,00:04:39,0.69
2019-08-13,46406,11962,00:03:13,0.4
2019-08-14,49183,8861,00:06:38,0.48
2019-08-15,22239,11740,00:03:43,0.58
2019-08-16,32515,8037,00:06:33,0.53
2019-08-17,47816,20794,00:05:25,0.5
2019-08-18,11672,17773,00:07:44,0.62
2019-08-19,41459,20258,00:07:48,0.49
2019-08-20,44278,30030,00:07:25,0.41
2019-08-21,45784,27259,00:04:43,0.64
2019-08-22,44091,27901,00:03:53,0.35
2019-08-23,31512,30940,00:06:10,0.37
2019-08-24,10900,24780,00:05:10,0.56
2019-08-25,37025,30681,00:04:55,0.57
2019-08-26,33979,14133,00:04:49,0.42
2019-08-27,24733,18845,00:03:54,0.49
2019-08-28,26855,28259,00:03:47,0.5
2019-08-29,14323,13158,00:03:28,0.55
2019-08-30,29144,17158,00:07:16,0.64
2019-08-31,36272,11335,00:07:25,0.51
2019-09-01,21916,13813,00:05:16,0.48
2019-09-02,18061,33302,00:04:56,0.43
2019-09-03,42872,36394,00:03:41,0.65
2019-09-04,30963,37769,00:07:48,0.62
2019-09-05,48289,12473,00:07:21,0.4
2019-09-06,39697,14995,00:05:27,0.67
2019-09-07,30158,17872,00:05:53,0.7
2019-09-08,23213,33557,00:07:39,0.41
2019-09-09,48312,12195,00:06:48,0.49
2019-09-10,19817,17795,00:07:45,0.56
2019-09-11,32549,12987,00:05:26,0.31
2019-09-12,48274,37523,00:05:41,0.53
2019-09-13,27447,11327,00:03:16,0.56
2019-09-14,47752,14420,00:07:34,0.39
2019-09-15,26636,17308,00:06:55,0.51
2019-09-16,39699,9090,00:05:42,0.31
2019-09-17,10320,29662,00:06:27,0.66
2019-09-18,22705,27113,00:05:36,0.66
2019-09-19,32526,18895,00:06:55,0.62
2019-09-20,30583,23592,00:04:26,0.48
2019-09-21,16770,17463,00:07:37,0.47
2019-09-22,44085,15296,00:07:32,0.55
2019-09-23,11913,22945,00:05:53,0.53
2019-09-24,41599,16348,00:03:12,0.61
2019-09-25,18027,11382,00:04:54,0.5
2019-09-26,18382,22175,00:07:42,0.6
2019-09-27,25049,20093,00:04:25,0.66
2019-09-28,25315,8752,00:03:15,0.42
2019-09-29,19259,36890,00:03:31,0.52
2019-09-30,11402,31328,00:07:51,0.64
2019-10-01,44136,29068,00:06:42,0.69
2019-10-02,49324,8426,00:03:55,0.31
2019-10-03,14892,11955,00:05:41,0.61
2019-10-04,36212,39195,00:05:18,0.53
2019-10-05,48384,23319,00:06:29,0.41
2019-10-06,43092,13790,00:05:28,0.45
2019-10-07,19277,9685,00:07:55,0.68
2019-10-08,11293,25150,00:05:45,0.58
2019-10-09,30130,31526,00:05:14,0.37
2019-10-10,46345,37051,00:05:12,0.59
2019-10-11,21570,10460,00:03:33,0.4
2019-10-12,11493,20140,00:07:36,0.62
2019-10-13,40205,21726,00:06:27,0.67
2019-10-14,31633,38859,00:04:17,0.39
2019-10-15,17419,11577,00:07:16,0.39
2019-10-16,44866,38852,00:03:57,0.42
2019-10-17,43643,20057,00:06:19,0.48
2019-10-18,34272,24976,00:04:12,0.53
2019-10-19,34765,12921,00:07:33,0.33
2019-10-20,20536,35830,00:07:26,0.54
2019-10-21,26820,15500,00:06:17,0.41
2019-10-22,23217,12949,00:07:11,0.57
2019-10-23,42182,38657,00:07:13,0.61
2019-10-24,22652,29443,00:04:23,0.31
2019-10-25,28839,20987,00:07:21,0.45
2019-10-26,25655,29441,00:06:18,0.7
2019-10-27,22054,24393,00:03:57,0.34
2019-10-28,42581,8435,00:07:13,0.68
2019-10-29,40211,24099,00:06:11,0.48
2019-10-30,40804,34661,00:03:54,0.35
2019-10-31,36192,37633,00:03:16,0.5
2019-11-01,46757,33573,00:03:37,0.55
2019-11-02,21675,23722,00:05:31,0.38
2019-11-03,40767,20604,00:04:55,0.64
2019-11-04,24506,13041,00:03:25,0.45
2019-11-05,15175,36201,00:07:51,0.47
2019-11-06,19857,22630,00:06:27,0.69
2019-11-07,34347,20540,00:04:52,0.36
2019-11-08,37427,24874,00:07:54,0.67
2019-11-09,36994,36574,00:05:28,0.4
2019-11-10,46805,36733,00:07:23,0.65
2019-11-11,18486,14420,00:06:37,0.59
2019-11-12,46395,18244,00:03:29,0.55
2019-11-13,20377,31158,00:04:55,0.51
2019-11-14,48434,27873,00:06:25,0.5
2019-11-15,23591,13741,00:04:14,0.37
2019-11-16,25120,32053,00:07:48,0.44
2019-11-17,17465,32620,00:07:11,0.46
2019-11-18,37526,35793,00:07:29,0.33
2019-11-19,40791,19291,00:03:28,0.42
2019-11-20,27203,26133,00:07:26,0.5
2019-11-21,44946,10448,00:04:34,0.44
2019-11-22,15980,22356,00:03:38,0.62
2019-11-23,16398,37405,00:07:24,0.62
2019-11-24,28541,36417,00:06:58,0.67
2019-11-25,42856,20136,00:04:37,0.48
2019-11-26,41575,24331,00:07:29,0.54
2019-11-27,26798,17737,00:04:56,0.61
2019-11-28,30389,38515,00:05:31,0.33
2019-11-29,36286,37902,00:05:21,0.63
2019-11-30,34107,16724,00:05:13,0.58
2019-12-01,35917,20040,00:07:33,0.54
2019-12-02,21680,31606,00:03:50,0.37
2019-12-03,34747,20876,00:03:24,0.38
2019-12-04,40557,27112,00:05:43,0.65
2019-12-05,29165,8267,00:06:49,0.49
2019-12-06,40420,10304,00:04:45,0.49
2019-12-07,22251,35284,00:05:29,0.66
2019-12-08,26923,21051,00:05:38,0.69
2019-12-09,21683,37533,00:04:22,0.39
2019-12-10,27543,9601,00:06:48,0.64
2019-12-11,41226,28316,00:05:44,0.67
2019-12-12,11354,23327,00:04:22,0.45
2019-12-13,35695,26149,00:03:37,0.51
2019-12-14,48794,25838,00:06:22,0.61
2019-12-15,42872,8832,00:07:40,0.42
2019-12-16,10955,30253,00:06:58,0.45
2019-12-17,33103,35129,00:07:21,0.62
2019-12-18,42813,35605,00:05:41,0.41
2019-12-19,17791,22928,00:06:21,0.68
2019-12-20,40719,14679,00:04:19,0.68
2019-12-21,31226,34313,00:03:57,0.63
2019-12-22,13975,19308,00:03:31,0.58
2019-12-23,13541,12653,00:06:24,0.36
2019-12-24,22987,14380,00:07:38,0.66
2019-12-25,13959,8373,00:05:43,0.56
2019-12-26,12919,16928,00:03:17,0.43
2019-12-27,43993,33027,00:07:36,0.44
2019-12-28,49301,38330,00:03:19,0.6
2019-12-29,10036,12738,00:03:14,0.51
2019-12-30,24599,26369,00:07:36,0.47
2019-12-31,21541,37690,00:06:32,0.58
2018-01-01,43535,29374,00:07:19,0.31
2018-01-02,47483,26027,00:04:33,0.7
2018-01-03,27628,38887,00:05:57,0.48
2018-01-04,33923,12938,00:03:21,0.55
2018-01-05,39568,30614,00:05:24,0.66
2018-01-06,31690,35478,00:04:58,0.57
2018-01-07,12891,11706,00:06:25,0.35
2018-01-08,27038,21158,00:03:58,0.47
2018-01-09,24503,35509,00:03:48,0.58
2018-01-10,16125,10373,00:04:27,0.61
2018-01-11,15047,23604,00:03:34,0.43
2018-01-12,10159,38214,00:05:18,0.63
2018-01-13,41878,21723,00:04:30,0.42
2018-01-14,37001,18335,00:07:18,0.41
2018-01-15,11476,39964,00:03:33,0.51
2018-01-16,20394,28140,00:05:59,0.36
2018-01-17,45395,24076,00:07:14,0.42
2018-01-18,28188,27630,00:04:39,0.56
2018-01-19,48231,26922,00:07:33,0.55
2018-01-20,39180,38311,00:06:31,0.56
2018-01-21,45943,17339,00:03:27,0.33
2018-01-22,18704,37548,00:04:35,0.31
2018-01-23,31417,17605,00:05:34,0.59
2018-01-24,23665,36709,00:05:39,0.55
2018-01-25,14331,31550,00:07:52,0.39
2018-01-26,40978,25562,00:05:46,0.5
2018-01-27,37561,27195,00:06:36,0.32
2018-01-28,26541,11695,00:04:21,0.53
2018-01-29,24122,39764,00:07:21,0.37
2018-01-30,42735,31899,00:05:36,0.53
2018-01-31,35621,13057,00:03:50,0.41
2018-02-01,21602,37975,00:07:23,0.39
2018-02-02,31193,17160,00:06:25,0.45
2018-02-03,33768,11292,00:04:24,0.66
2018-02-04,23544,29216,00:03:43,0.49
2018-02-05,38082,24527,00:04:17,0.43
2018-02-06,48106,20043,00:03:20,0.38
2018-02-07,21956,39135,00:03:25,0.68
2018-02-08,18424,13837,00:07:58,0.52
2018-02-09,19190,24128,00:03:50,0.52
2018-02-10,21949,30395,00:04:52,0.53
2018-02-11,18293,31700,00:06:37,0.53
2018-02-12,13179,21544,00:06:46,0.44
2018-02-13,10182,25889,00:03:19,0.62
2018-02-14,20512,26727,00:07:39,0.4
2018-02-15,49831,30831,00:06:23,0.5
2018-02-16,47693,8071,00:04:33,0.52
2018-02-17,21275,30172,00:06:33,0.66
2018-02-18,14084,18084,00:04:28,0.65
2018-02-19,23408,30635,00:07:54,0.43
2018-02-20,20497,21978,00:03:11,0.3
2018-02-21,18848,36619,00:04:15,0.45
2018-02-22,28725,35362,00:03:49,0.68
2018-02-23,20952,30151,00:03:23,0.7
2018-02-24,38990,33317,00:06:56,0.34
2018-02-25,37733,10201,00:07:18,0.34
2018-02-26,19867,34705,00:06:53,0.53
2018-02-27,42443,26551,00:03:55,0.5
2018-02-28,27569,28667,00:04:16,0.62
2018-03-01,12397,14828,00:04:59,0.52
2018-03-02,22607,22545,00:06:40,0.52
2018-03-03,40661,8673,00:07:14,0.5
2018-03-04,16640,21060,00:04:11,0.49
2018-03-05,14702,18250,00:06:50,0.69
2018-03-06,46302,13375,00:03:19,0.57
2018-03-07,47332,18970,00:03:45,0.35
2018-03-08,14332,27355,00:03:22,0.38
2018-03-09,16532,8809,00:07:57,0.31
2018-03-10,40684,39673,00:05:37,0.43
2018-03-11,42213,36065,00:04:21,0.65
2018-03-12,24902,38566,00:05:39,0.5
2018-03-13,18835,39199,00:03:48,0.36
2018-03-14,16554,28222,00:05:49,0.38
2018-03-15,16598,19926,00:07:32,0.38
2018-03-16,18772,9252,00:05:28,0.38
2018-03-17,35960,33108,00:05:56,0.64
2018-03-18,34875,34536,00:04:59,0.54
2018-03-19,22107,26556,00:05:49,0.47
2018-03-20,47490,32421,00:03:10,0.36
2018-03-21,42017,17713,00:04:23,0.36
2018-03-22,22624,13935,00:04:39,0.49
2018-03-23,36541,11055,00:07:31,0.55
2018-03-24,42800,37786,00:07:11,0.43
2018-03-25,29059,35889,00:03:32,0.5
2018-03-26,37092,31823,00:04:54,0.52
2018-03-27,35560,27873,00:04:22,0.37
2018-03-28,40954,30176,00:07:55,0.57
2018-03-29,46484,13128,00:03:40,0.42
2018-03-30,38900,22125,00:03:26,0.47
2018-03-31,34403,35613,00:07:58,0.32
2018-04-01,37120,38732,00:03:53,0.45
2018-04-02,32018,32731,00:05:36,0.66
2018-04-03,24289,13235,00:05:57,0.38
2018-04-04,37758,32677,00:06:27,0.43
2018-04-05,30249,36956,00:05:59,0.49
2018-04-06,22225,14536,00:03:47,0.48
2018-04-07,39044,29471,00:04:27,0.55
2018-04-08,18458,34074,00:04:17,0.49
2018-04-09,11364,9359,00:06:26,0.34
2018-04-10,42701,26169,00:05:50,0.65
2018-04-11,10465,29251,00:03:57,0.45
2018-04-12,34646,39661,00:03:17,0.7
2018-04-13,41911,12294,00:03:26,0.65
2018-04-14,47878,31736,00:05:29,0.45
2018-04-15,31252,25814,00:03:17,0.33
2018-04-16,46012,29697,00:05:15,0.44
2018-04-17,42885,37608,00:03:24,0.52
2018-04-18,35931,12739,00:05:53,0.61
2018-04-19,18771,33300,00:05:49,0.62
2018-04-20,32772,34999,00:07:20,0.62
2018-04-21,40808,24276,00:04:58,0.36
2018-04-22,31364,17587,00:05:26,0.55
2018-04-23,37315,27830,00:03:37,0.6
2018-04-24,15234,31623,00:06:37,0.62
2018-04-25,43964,16856,00:04:41,0.49
2018-04-26,37185,17621,00:07:18,0.67
2018-04-27,38877,33026,00:03:18,0.59
2018-04-28,42684,13681,00:05:19,0.7
2018-04-29,35456,25897,00:07:34,0.44
2018-04-30,44442,8251,00:07:55,0.43
2018-05-01,22334,23963,00:03:56,0.32
2018-05-02,40765,39039,00:03:16,0.55
2018-05-03,42078,28309,00:06:27,0.59
2018-05-04,37576,18140,00:03:48,0.5
2018-05-05,39672,39262,00:03:13,0.66
2018-05-06,37541,15882,00:07:28,0.65
2018-05-07,11854,14922,00:07:14,0.62
2018-05-08,35951,12663,00:06:48,0.67
2018-05-09,12903,16340,00:06:52,0.59
2018-05-10,25672,17428,00:06:55,0.66
2018-05-11,46244,36377,00:05:43,0.68
2018-05-12,43122,10571,00:06:37,0.6
2018-05-13,21023,28609,00:03:48,0.61
2018-05-14,21688,29598,00:05:51,0.4
2018-05-15,42517,9433,00:07:14,0.66
2018-05-16,36857,34619,00:07:33,0.39
2018-05-17,33483,25429,00:05:32,0.68
2018-05-18,18791,39503,00:05:27,0.42
2018-05-19,20728,30103,00:05:51,0.47
2018-05-20,38476,36007,00:03:22,0.5
2018-05-21,49831,35556,00:05:56,0.58
2018-05-22,32076,14943,00:03:21,0.54
2018-05-23,35587,17846,00:07:21,0.32
2018-05-24,22133,35674,00:07:26,0.48
2018-05-25,35350,29735,00:07:24,0.53
2018-05-26,39816,17210,00:03:16,0.57
2018-05-27,11689,31221,00:07:53,0.6
2018-05-28,32737,38058,00:04:55,0.63
2018-05-29,47250,17055,00:06:55,0.55
2018-05-30,15203,35135,00:05:33,0.66
2018-05-31,31946,32773,00:05:17,0.58
2018-06-01,48815,37080,00:07:43,0.59
2018-06-02,36259,13186,00:06:19,0.63
2018-06-03,18508,27356,00:07:37,0.64
2018-06-04,45158,23749,00:05:17,0.63
2018-06-05,37198,8612,00:04:19,0.31
2018-06-06,11360,21206,00:04:12,0.32
2018-06-07,30506,10582,00:05:19,0.31
2018-06-08,14263,35431,00:06:43,0.41
2018-06-09,37401,11540,00:06:41,0.33
2018-06-10,28940,28899,00:05:12,0.64
2018-06-11,36972,20375,00:07:36,0.53
2018-06-12,23358,14796,00:03:25,0.49
2018-06-13,20643,29444,00:05:27,0.42
2018-06-14,27360,10984,00:05:55,0.64
2018-06-15,15122,20928,00:05:17,0.59
2018-06-16,18438,31982,00:05:42,0.68
2018-06-17,41606,33988,00:03:17,0.34
2018-06-18,14919,21012,00:06:40,0.41
2018-06-19,26048,34106,00:07:58,0.33
2018-06-20,14069,16362,00:06:21,0.59
2018-06-21,20729,26312,00:05:53,0.51
2018-06-22,34907,12673,00:04:56,0.56
2018-06-23,37553,31373,00:05:45,0.6
2018-06-24,10580,15855,00:04:50,0.57
2018-06-25,40317,24332,00:06:50,0.6
2018-06-26,28652,37213,00:03:52,0.65
2018-06-27,21924,30280,00:03:21,0.47
2018-06-28,39469,15056,00:05:56,0.69
2018-06-29,19162,17732,00:07:46,0.31
2018-06-30,48995,12799,00:03:20,0.68
2018-07-01,10056,27096,00:06:32,0.52
2018-07-02,37765,30747,00:05:17,0.45
2018-07-03,25685,34379,00:05:52,0.31
2018-07-04,31707,11455,00:05:21,0.36
2018-07-05,10901,23914,00:04:42,0.38
2018-07-06,44945,30707,00:07:41,0.53
2018-07-07,11596,25215,00:03:51,0.65
2018-07-08,24712,19731,00:05:31,0.51
2018-07-09,48224,38713,00:07:59,0.37
2018-07-10,31475,19504,00:07:47,0.65
2018-07-11,26595,25237,00:05:38,0.55
2018-07-12,49416,23713,00:05:56,0.36
2018-07-13,15539,36694,00:07:19,0.33
2018-07-14,15617,39043,00:04:53,0.43
2018-07-15,44158,29134,00:07:12,0.47
2018-07-16,26854,36517,00:04:17,0.3
2018-07-17,15566,16967,00:03:59,0.39
2018-07-18,34668,21771,00:06:43,0.69
2018-07-19,19246,13562,00:06:50,0.62
2018-07-20,11946,30461,00:06:10,0.48
2018-07-21,14213,32521,00:05:56,0.59
2018-07-22,26347,30879,00:05:59,0.52
2018-07-23,32755,23931,00:03:22,0.52
2018-07-24,23276,19589,00:04:47,0.43
2018-07-25,36868,35207,00:03:41,0.55
2018-07-26,45450,30712,00:03:44,0.4
2018-07-27,26830,14499,00:03:59,0.36
2018-07-28,38231,16002,00:05:41,0.38
2018-07-29,40636,17311,00:05:57,0.39
2018-07-30,32642,37549,00:05:28,0.42
2018-07-31,44116,22187,00:07:23,0.67
2018-08-01,13464,12588,00:07:26,0.62
2018-08-02,15345,21242,00:03:18,0.56
2018-08-03,37015,15764,00:05:56,0.48
2018-08-04,28175,26901,00:06:17,0.49
2018-08-05,46908,10869,00:07:37,0.6
2018-08-06,47026,16751,00:04:37,0.47
2018-08-07,24644,17429,00:06:45,0.52
2018-08-08,22711,29809,00:07:20,0.52
2018-08-09,36122,20912,00:05:10,0.46
2018-08-10,30217,32943,00:07:38,0.35
2018-08-11,39756,21567,00:05:50,0.41
2018-08-12,35939,27248,00:06:38,0.31
2018-08-13,32600,38219,00:07:18,0.49
2018-08-14,16437,39364,00:04:11,0.48
2018-08-15,39536,20452,00:04:49,0.39
2018-08-16,28153,28855,00:05:15,0.43
2018-08-17,29614,16272,00:05:52,0.68
2018-08-18,30696,37314,00:05:34,0.66
2018-08-19,42894,30413,00:04:46,0.68
2018-08-20,10087,28400,00:05:17,0.65
2018-08-21,29392,32529,00:07:18,0.46
2018-08-22,10341,11994,00:05:50,0.61
2018-08-23,31854,32474,00:04:19,0.3
